contents,titles,urls
"Daejeon, Republic of Korea, March 12, 2015 -- Smart glasses are wearable computers that will likely lead to the growth of the Internet of Things. Currently available smart glasses, however, reveal a set of problems for commercialization, such as short battery life and low energy efficiency. In addition, glasses that use voice commands have raised the issue of privacy concerns.A research team led by Professor Hoi-Jun Yoo of the Electrical Engineering Department at the Korea Advanced Institute of Science and Technology (KAIST) has recently developed an upgraded model of the  called ""K-Glass 2."" K-Glass 2 detects users' eye movements to point the cursor to recognize computer icons or objects in the Internet, and uses winks for commands. The researchers call this interface the ""i-Mouse,"" which removes the need to use hands or voice to control a mouse or touchpad. Like its predecessor, K-Glass 2 also employs augmented reality, displaying in real time the relevant, complementary information in the form of text, 3D graphics, images, and audio over the target objects selected by users. The research results were presented, and K-Glass 2's successful operation was demonstrated on-site to the 2015 Institute of Electrical and Electronics Engineers (IEEE) International Solid-State Circuits Conference (ISSCC) held on February 23-25, 2015 in San Francisco. The title of the paper was .The i-Mouse is a new user interface for smart glasses in which the gaze-image sensor (GIS) and object recognition processor (ORP) are stacked vertically to form a small chip. When three infrared LEDs (light-emitting diodes) built into the K-Glass 2 are projected into the user's eyes, GIS recognizes their focal point and estimates the possible locations of the gaze as the user glances over the display screen. Then the electro-oculography sensor embedded on the nose pads reads the user's eyelid movements, for example, winks, to click the selection. It is worth noting that the ORP is wired to perform only within the selected region of interest (ROI) by users. This results in a significant saving of battery life. Compared to the previous ORP chips, this chip uses 3.4 times less power, consuming on average 75 milliwatts (mW), thereby helping K-Glass 2 to run for almost 24 hours on a single charge. Professor Yoo said, ""The smart glass industry will surely grow as we see the Internet of Things becomes commonplace in the future. In order to expedite the commercial use of smart glasses, improving the user interface (UI) and the user experience (UX) are just as important as the development of compact-size, low-power wearable platforms with high energy efficiency. We have demonstrated such advancement through our K-Glass 2. Using the i-Mouse, K-Glass 2 can provide complicated augmented reality with low power through eye clicking.""###Professor Yoo and his doctoral student, Injoon Hong, conducted this research under the sponsorship of the Brain-mimicking Artificial Intelligence Many-core Processor project by the Ministry of Science, ICT and Future Planning in the Republic of Korea.Youtube Link:               ",KAIST introduces a new UI for K-Glass 2 that works with eye blinking,https://www.eurekalert.org//pub_releases/2015-03/tkai-kia031215.php
"Researchers from KAIST have developed an ultrathin, artificial muscle for soft robotics. The advancement, recently reported in the journal , was demonstrated with a robotic blooming flower brooch, dancing robotic butterflies and fluttering tree leaves on a kinetic art piece. The robotic equivalent of a muscle that can move is called an actuator. The actuator expands, contracts or rotates like muscle fibers using a stimulus such as electricity. Engineers around the world are striving to develop more dynamic actuators that respond quickly, can bend without breaking, and are very durable. Soft, robotic muscles could have a wide variety of applications, from wearable electronics to advanced prosthetics.The team from KAIST's Creative Research Initiative Center for Functionally Antagonistic Nano-Engineering developed a very thin, responsive, flexible and durable artificial muscle. The actuator looks like a skinny strip of paper about an inch long. They used a particular type of material called MXene, which is class of compounds that have layers only a few atoms thick. Their chosen MXene material (T3C2Tx) is made of thin layers of titanium and carbon compounds. It was not flexible by itself; sheets of material would flake off the actuator when bent in a loop. That changed when the MXene was ""ionically cross-linked"" -- connected through an ionic bond -- to a synthetic polymer. The combination of materials made the actuator flexible, while still maintaining strength and conductivity, which is critical for movements driven by electricity. Their particular combination performed better than others reported. Their actuator responded very quickly to low voltage, and lasted for more than five hours moving continuously.To prove the tiny robotic muscle works, the team incorporated the actuator into wearable art: an origami-inspired brooch mimics how a narcissus flower unfolds its petals when a small amount of electricity is applied. They also designed robotic butterflies that move their wings up and down, and made the leaves of a tree sculpture flutter. ""Wearable robotics and kinetic art demonstrate how robotic muscles can have fun and beautiful applications,"" said Il-Kwon Oh, lead paper author and professor of mechanical engineering. ""It also shows the enormous potential for small, artificial muscles for a variety of uses, such as haptic feedback systems and active biomedical devices.""The team next plans to investigate more practical applications of MXene-based soft actuators and other engineering applications of MXene 2D nanomaterials.###","Artificial muscles bloom, dance, and wave",https://www.eurekalert.org//pub_releases/2019-08/tkai-amb082119.php
"Mole-bot, a drilling biomimetic robot designed by KAIST, boasts a stout scapula, a waist inclinable on all sides, and powerful forelimbs. Most of all, the powerful torque from the expandable drilling bit mimicking the chiseling ability of a mole's front teeth highlights the best feature of the drilling robot.The Mole-bot is expected to be used for space exploration and mining for underground resources such as coalbed methane and Rare Earth Elements (REE), which require highly advanced drilling technologies in complex environments. The research team, led by Professor Hyun Myung from the School of Electrical Engineering, found inspiration for their drilling bot from two striking features of the African mole-rat and European mole.""The crushing power of the African mole-rat's teeth is so powerful that they can dig a hole with 48 times more power than their body weight. We used this characteristic for building the main excavation tool. And its expandable drill is designed not to collide with its forelimbs,"" said Professor Myung. The 25-cm wide and 84-cm long Mole-bot can excavate three times faster with six times higher directional accuracy than conventional models. The Mole-bot weighs 26 kg. After digging, the robot removes the excavated soil and debris using its forelimbs. This embedded muscle feature, inspired by the European mole's scapula, converts linear motion into a powerful rotational force. For directional drilling, the robot's elongated waist changes its direction 360° like living mammals.For exploring underground environments, the research team developed and applied new sensor systems and algorithms to identify the robot's position and orientation using graph-based 3D Simultaneous Localization and Mapping (SLAM) technology that matches the Earth's magnetic field sequence, which enables 3D autonomous navigation underground.According to Market & Market's survey, the directional drilling market in 2016 is estimated to be 83.3 billion USD and is expected to grow to 103 billion USD in 2021. The growth of the drilling market, starting with the Shale Revolution, is likely to expand into the future development of space and polar resources. As initiated by Space X recently, more attention for planetary exploration will be on the rise and its related technology and equipment market will also increase.The Mole-bot is a huge step forward for efficient underground drilling and exploration technologies. Unlike conventional drilling processes that use environmentally unfriendly mud compounds for cleaning debris, Mole-bot can mitigate environmental destruction. The researchers said their system saves on cost and labor and does not require additional pipelines or other ancillary equipment.""We look forward to a more efficient resource exploration with this type of drilling robot. We also hope Mole-bot will have a very positive impact on the robotics market in terms of its extensive application spectra and economic feasibility,"" said Professor Myung.###This research, made in collaboration with Professor Jung-Wuk Hong and Professor Tae-Hyuk Kwon's team in the Department of Civil and Environmental Engineering for robot structure analysis and geotechnical experiments, was supported by the Ministry of Trade, Industry and Energy's Industrial Technology Innovation Project.Operation and excavation videos for Mole-bot can be seen at  KAIST is the first and top science and technology university in Korea. KAIST was established in 1971 by the Korean government to educate scientists and engineers committed to the industrialization and economic growth of Korea.Since then, KAIST and its 64,739 graduates have been the gateway to advanced science and technology, innovation, and entrepreneurship. KAIST has emerged as one of the most innovative universities with more than 10,000 students enrolled in five colleges and seven schools including 1,039 international students from 90 countries.On the precipice of its semi-centennial anniversary in 2021, KAIST continues to strive to make the world better through the pursuit in education, research, entrepreneurship, and globalization.",'Mole-bot' optimized for underground and space exploration,https://www.eurekalert.org//pub_releases/2020-06/tkai-of060520.php
"Physicochemical cargo-switching nanoparticles (CSNP) designed by KAIST can help significantly reduce cholesterol and macrophage foam cells in arteries, which are the two main triggers for atherosclerotic plaque and inflammation.The CSNP-based combination drug delivery therapy was proved to exert cholesterol-lowering, anti-inflammatory, and anti-proliferative functions of two common medications for treating and preventing atherosclerosis that are cyclodextrin and statin. Professor Ji-Ho Park and Dr. Heegon Kim from KAIST's Department of Bio and Brain Engineering said their study has shown great potential for future applications with reduced side effects.Atherosclerosis is a chronic inflammatory vascular disease that is characterized by the accumulation of cholesterol and cholesterol-loaded macrophage foam cells in the intima. When this atherosclerotic plaque clogs and narrows the artery walls, they restrict blood flow and cause various cardiovascular conditions such as heart attacks and strokes. Heart attacks and strokes are the world's first and fifth causes of death respectively.Oral statin administration has been used in clinics as a standard care for atherosclerosis, which is prescribed to lower blood cholesterol and inhibit its accumulation within the plaque. Although statins can effectively prevent the progression of plaque growth, they have only shown modest efficacy in eliminating the already-established plaque. Therefore, patients are required to take statin drugs for the rest of their lives and will always carry the risk of plaque ruptures that can trigger a blood clot.To address these issues, Professor Park and Dr. Kim exploited another antiatherogenic agent called cyclodextrin. In their paper published in the Journal of Controlled Release on March 10, Professor Park and Dr. Kim reported that the polymeric formulation of cyclodextrin with a diameter of approximately 10 nanometers(nm) can accumulate within the atherosclerotic plaque 14 times more and effectively reduce the plaque even at lower doses, compared to cyclodextrin in a non-polymer structure.Moreover, although cyclodextrin is known to have a cytotoxic effect on hair cells in the cochlea, which can lead to hearing loss, cyclodextrin polymers developed by Professor Park's research group exhibited a varying biodistribution profile and did not have this side effect.In the follow-up study reported in  on April 28, the researchers exploited both cyclodextrin and statin and form the cyclodextrin-statin self-assembly drug complex, based on previous findings that each drug can exert local anti-atherosclerosis effect within the plaque. The complex formation processes were optimized to obtain homogeneous and stable nanoparticles with a diameter of about 100 nm for systematic injection.The therapeutic synergy of cyclodextrin and statin could reportedly enhance plaque-targeted drug delivery and anti-inflammation. Cyclodextrin led to the regression of cholesterol in the established plaque, and the statins were shown to inhibit the proliferation of macrophage foam cells. The study suggested that combination therapy is required to resolve the complex inflammatory cholesterol-rich microenvironment within the plaque.Professor Park said, ""While nanomedicine has been mainly developed for the treatment of cancers, our studies show that nanomedicine can also play a significant role in treating and preventing atherosclerosis, which causes various cardiovascular diseases that are the leading causes of death worldwide.""###This work was supported by KAIST and the National Research Foundation (NRF) of Korea.",New nanoparticle drug combination for atherosclerosis,https://www.eurekalert.org//pub_releases/2020-06/tkai-nnd061720.php
"KAIST medical scientists have presented a novel pathways involving T immune cell exhaustion, providing evidence and rationale for designing optimal strategies for immune checkpoint blockades in cancer patients.They succeeded in distinguishing the hepatocellular carcinoma group from the exhausted tumor infiltrating immune cell composition of liver cancer patients. The noble immune therapeutics study, conducted in collaboration with Asan Medical Center, confirmed the applicability for liver cancer patients, providing a new path for customized medicine as well as a new model for translational research.When cancer occurs, the body activates an immune cell called a 'T cell' to remove cancer cells. The tumor constitutes an environment for inhibiting T-cell function. At this time, the infiltrating T cells are delivered to the cell surface as 'PD-1' protein, with its activity is decreasing and then exhausted.Our immune system is able to destroy cancer cells in our body, however sometimes cancer cells can adapt and mutate, effectively hiding from our immune system. One of the mechanisms that has evolved to prevent destruction by the immune system is to functionally silence effector T cells, termed T-cell exhaustion that is mainly mediated by immune checkpoint molecules such as PD-1, TIM-3, and LAG-3. Recent breakthroughs and encouraging clinical results with various immune checkpoint inhibitors (ICIs), such as anti-PD-1 monoclonal antibodies (mAbs) and anti-CTLA-4 mAbs, have demonstrated tremendous potential to control cancer by immune activation. Immune checkpoint inhibitors showed significant clinical benefit in several types of cancers, leading to their wide application in clinical practice. Anti-PD1 blocking antibodies are one of the most representative agents in this class of drug. However, it has been challenging to precisely understand the biological and clinical significance of T-cell exhaustion in cancer. A KAIST research team led by Professor Su-Hyung Park reported the heterogeneity of T-cell exhaustion in hepatocellular carcinoma (HCC) and its potential clinical implication in  on December 4. The study was made available online in August 2018 ahead of final publication inprint this month. The team revealed heterogeneous T-cell exhaustion status determined by differential PD-1 expression levels in CD8+ T cells in HCC. The authors found that tumor-infiltrating CD8+ T cells with high PD-1 expression (PD-1high CD8+ TILs) from HCC patients are functionally impaired and deliver other immune checkpoint receptors such as TIM-3 and/or LAG3, compared to those with low PD-1 expression (PD-1low CD8+ TILs).  Moreover, based on these results, the authors defined two distinct subgroups of HCC patients according to the presence or absence of PD-1high CD8+ TILs. They found that HCC patients with PD-1high CD8+ TILs were associated with more aggressive biological tumor features and biomarkers predicting their response to anti-PD1 therapy. Also, the research team demonstrated that only HCC patients having PD-1high CD8+ TILs had tumor-infiltrating CD8+ T cells expressing multiple immune checkpoint receptors that could be further reinvigorated by combined immune checkpoint blockades.Prof. Park said, ""The new classification of HCC patients identified by this study can be utilized as a biomarker to predict the response of current cancer immunotherapy (anti-PD-1 therapy)."" He also said they will continue to conduct research on T-cell exhaustion and activation in various types of cancer which could lead to better understanding of T-cell response against cancer, thereby providing evidence for future cancer immunotherapy to achieve the ultimate goal to prolong survival of cancer patients.###",Medical scientists describe optimal immune therapeutic strategies for liver cancer,https://www.eurekalert.org//pub_releases/2018-12/tkai-msd121818.php
"Daejeon, Republic of Korea, July 7, 2015--Mobile devices, such as smartphones and laptops, have become indispensable portable items in modern life, but one big challenge remains to fully enjoying these devices: keeping their batteries charged. A group of researchers at KAIST has developed a wireless-power transfer (WPT) technology that allows mobile devices to be charged at any location and in any direction, even if the devices are away from the power source, just as Wi-Fi works for Internet connections. With this technology, so long as mobile users stay in a designated area where the charging is available, e.g., the Wi-Power zone, the device, without being tethered to a charger, will pick up power automatically, as needed.The research team led by Professor Chun T. Rim of the Nuclear and Quantum Engineering Department at KAIST has made great strides in WPT development. Their WPT system is capable of charging multiple mobile devices concurrently and with unprecedented freedom in any direction, even while holding the devices in midair or a half meter away from the power source, which is a transmitter. The research result was published in the June 2015 on-line issue of , which is entitled ""Six Degrees of Freedom Mobile Inductive Power Transfer by Crossed Dipole Tx (Transmitter) and Rx (Receiver) Coils."" Professor Rim's team has successfully showcased the technology on July 7, 2015 at a lab on KAIST's campus. They used high-frequency magnetic materials in a dipole coil structure to build a thin, flat transmitter (Tx) system shaped in a rectangle with a size of 1m2. Either 30 smartphones with a power capacity of one watt each or 5 laptops with 2.4 watts each can be simultaneously and wirelessly charged at a 50 cm distance from the transmitter with six degrees of freedom, regardless of the devices' three-axes positions and directions. This means that the device can receive power all around the transmitter in three-dimensional space. The maximum power transfer efficiency for the laptops was 34%. The researchers said that to fabricate plane Tx and Rx coils with the six-degree-of-freedom characteristic was a bottleneck of WPT for mobile applications. Dipole Coil Resonance System (DCRS) The research team used the Dipole Coil Resonance System (DCRS) to induce magnetic fields, which was developed by the team in 2014 for inductive power transfer over an extended distance. The DCRS is composed of two (transmitting and receiving) magnetic dipole coils, placed in parallel, with each coil having a ferrite core and connected with a resonant capacitor. Comparing to a conventional loop coil, the dipole coil is very compact and has a less dimension. Therefore, a crossed dipole structure has 2-dimension rather than 3-dimension of a crossed loop coil structure. The DCRS has a great advantage to transfer power even when the resonance frequency changes in the range of 1% (Q factor is below 100). The ferrite cores are optimally designed to reduce the core volume by half, and their ability to transfer power is nearly unaffected by human bodies or surrounding metal objects, making DCRS ideal to transmit wireless power in emergency situations. In a test conducted in 2014, Professor Rim succeeded in transferring 209 watts of power wirelessly to the distance of five meters. (See KAIST's press release on DCRS for details: )Greater Flexibility and Safer ChargingThe research team rearranged the two dipole coils from a parallel position to cross them in order to generate rotating magnetic fields, which was embedded in the Tx's flat platform. This has made it possible for mobile devices to receive power from any direction. Although wireless-power technology has been applied to smartphones, it could not offer any substantial advantages over traditional wired charging because the devices still require close contact with the transmitter, a charging pad. To use the devices freely and safely, including in public spaces, the WPT technology should provide mobile users with six degrees of freedom at a distance. Until now, all wireless-charging technologies have had difficulties with the problem of short charging distance, mostly less than 10 cm, as well as charging conditions that the devices should be placed in a fixed position. For example, the Galaxy S6 could only be charged wirelessly in a fixed position, having one degree of freedom. The degree of freedom represents mobile devices' freedom of movement in three-dimensional space. In addition, the DCRS works at a low magnetic field environment. Based on the magnetic flux shielding technology developed by the research team, the level of magnetic flux is below the safety level of the International Commission on Non-Ionizing Radiation Protection (ICNIRP) guideline (27μT) for general public exposure to electromagnetic field (EMF). Professor Rim said, ""Our transmitter system is safe for humans and compatible with other electronic devices. We have solved three major issues of short charging distance, the dependence on charging directions, and plane coil structures of both Tx and Rx, which have blocked the commercialization of WPT.""Currently, the research team and KAIST's spin-off company, TESLAS, Inc., have been conducting pilot projects to apply DCRS in various places such as cafes and offices.###YouTube Link:                   ",Omnidirectional free space wireless charging developed,https://www.eurekalert.org//pub_releases/2015-07/tkai-ofs070715.php
"Daejeon, Republic of Korea, October 23, 2012--Fuels including gasoline, diesel, and jet fuel are derived from fossil oil thorough the petroleum refinery processes. Increased concerns over environmental problems and limited fossil resources drive scientists and researchers to turn their attention to developing fossil-free, bio-based processes for the production of fuels from renewable non-food biomass. Utilizing systems metabolic engineering, a Korean research team at the Korea Advanced Institute of Science and Technology (KAIST) has succeeded in demonstrating an optimized process to increase butanol production by generating an engineered bacterium.In the paper published in , a broad-scope, online-only, and open access journal issued by the American Society for Microbiology (ASM), on October 23 as a featured article, Distinguished Professor Sang Yup Lee at the Department of Chemical and Biomolecular Engineering, KAIST, a premier science and engineering university in Korea, Dr. Do Young Seung at GS Caltex, a large oil refining company in Korea, and Dr. Yu-Sin Jang at BioFuelChem, a startup butanol company in Korea, applied a systems metabolic engineering approach to improve the production of butanol through enhancing the performance of , one of the best known butanol-producing bacteria. 	Microorganisms have proven to be efficient biocatalysts for the production of biofuels from various sources of biomass in an environmentally-friendly way. However, the microorganisms isolated from nature are often inefficient for the economical production of desired products at an industrial scale. Thus microorganisms' performance needs to be improved in order to be suitable for the industrial production of biofuels. Systems metabolic engineering, which allows metabolic engineering at a systems-level, is employed for designing and optimizing cellular metabolic and regulatory networks to induce the most efficient production of target bioproducts.Butanol has been used as an important industrial solvent, and is also a great alternative fuel because of its similar properties to gasoline. It can also be blended with gasoline at any ratio. Butanol is naturally produced by some anaerobic bacteria, but the efficiency of its production could not match that of ethanol due to the high toxicity of butanol to host organisms and the production of byproducts such as acetone and organic acids. Over the past decades, many research groups extensively studied clostridial butanol producing organisms to achieve higher yield and titer, but the limited genetic modification tools and complex metabolic pathways of clostridia hampered the successful development of an engineered strain capable of producing butanol at a higher yield and titer.The Korean research team analyzed metabolic pathways leading to butanol production and found that two different solvent-forming pathways can be potentially employed. In one pathway, butanol is directly produced from carbon source, which was termed as hot channel, and in the other, butanol is converted from the acids produced earlier in fermentation process, which was termed as cold channel. Using the in silico modeling and simulation tools, Professor Lee's team demonstrated that the hot channel allowed a much better approach to produce butanol compared with the cold channel. To reinforce a metabolic flux toward the hot channel for butanol production, the metabolic network of  strain was systematically engineered. In addition, the downstream process was optimized and an in situ recovery process was integrated to achieve higher butanol titer, yield, and productivity. The combination of systems metabolic engineering and bioprocess optimization resulted in the development of a process capable of producing more than 585 g of butanol from 1.8 Kg of glucose, which allows the production of this important industrial solvent and advanced biofuel to be cost competitive.This research was supported by the Technology Development Program to Solve Climate Changes from the Ministry of Education, Science and Technology (MEST), Korea, the National Research Foundation of Korea, the Advanced Biomass Center through the Global Frontier Research Program of the MEST, and by the EEWS program of KAIST.Further Contacts: Dr. Sang Yup Lee, Distinguished Professor, KAIST, Daejeon, Korea (, +82-42-350-3930)",Highly efficient production of advanced biofuel by metabolically engineered microorganism,https://www.eurekalert.org//pub_releases/2012-10/tkai-hep102212.php
"A research group at KAIST has developed an engineered  strain that converts formic acid and CO2 to pyruvate and produces cellular energy from formic acid through reconstructed one-carbon pathways. The strategy described in this study provides a new platform for producing value-added chemicals from one-carbon sources.Formic acid is a carboxylic acid composed of one carbon. Formic acid was produced from CO2 by the chemical method. Recently, the C1 Gas Refinery R&D Center has successfully developed a biological process that produces formic acid from carbon monoxide for the first time. Formic acid is in a liquid state when at room temperature and atmospheric pressure. In addition, it is chemically stable and less toxic, thus, easy to store and transport. Therefore, it can be used as an alternative carbon source in the microbial fermentation process. In order to produce value-added chemicals using formic acid, a metabolic pathway that converts formic acid into cellular molecules composed of multiple carbons is required. However, a metabolic pathway that can efficiently convert formic acid into cellular molecules has not been developed. This acted as an obstacle for the production of value-added chemicals using formic acid A research group of Ph.D. student Junho Bang and Distinguished Professor Sang Yup Lee of the Department of Chemical and Biomolecular Engineering at the Korea Advanced Institute of Science and Technology (KAIST) addressed this issue. This study, entitled ""Assimilation of Formic Acid and CO2 by Engineered Escherichia coli Equipped with Reconstructed One-Carbon Assimilation Pathways"", has been published online in the  on September 18.There has been increasing interest in utilizing formic acid as an alternative carbon source for the production of value-added chemicals. This research reports the development of an engineered  strain that can convert formic acid and CO2 to pyruvate and produce cellular energy from formic acid through the reconstructed one-carbon pathways. The metabolic pathway that efficiently converts formic acid and CO2 into pyruvate was constructed by the combined use of the tetrahydrofolate cycle and reverse glycine cleavage reaction. The tetrahydrofolate cycle was reconstructed by utilizing Methylobacterium extorquens formate-THF ligase, methenyl-THF cyclohydrolase, and methylene-THF dehydrogenase. The glycine cleavage reaction was reversed by knocking out the repressor gene (gcvR) and overexpressing the gcvTHP genes that encode enzymes related with the glycine cleavage reaction. Formic acid and CO2 conversion to pyruvate was increased via metabolic engineering of the  strain equipped with the one-carbon assimilation pathway.In addition, in order to reduce glucose consumption and increase formic acid consumption, Candida boidnii formate dehydrogenase was additionally introduced to construct a cellular energy producing pathway from formic acid. This reduces glucose consumption and increases formic acid consumption.The reconstructed one-carbon pathways can supply cellular molecules and cellular energies from the formic acid and CO2. Thus, the engineered  strain equipped with the formic acid and CO2 assimilation pathway and cellular energy producing pathway from formic acid showed cell growth from formic acid and CO2 without glucose. Cell growth was monitored and 13C isotope analysis was performed to confirm  growth from the formic acid and CO2. It was found that the engineered  strain sustained cell growth from the formic acid and CO2 without glucose.Professor Lee said, ""To construct the C1-refinery system, a platform strain that can convert one-carbon materials to higher carbon materials needs to be developed. In this report, a one-carbon pathway that can efficiently convert formic acid and CO2 to pyruvate was developed and a cellular energy producing pathway from formic acid was introduced. This resulted in an engineered  strain that can efficiently utilize formic acid as a carbon source while glucose consumption was reduced. The reconstructed one-carbon pathways in this research will be useful for the construction of the C1-refinery system.""###Junho Bang and Sang Yup Lee. Assimilation of formic acid and CO2 by engineered Escherichia coli equipped with reconstructed one-carbon assimilation pathways. Proc. Nat. Acad. Sci. (PNAS).This work was supported by the C1 Gas Refinery Program through the National Research Foundation of Korea (NRF) funded by the Ministry of Science and ICT (NRF-2016M3D3A1A01913250).For further information: Sang Yup Lee, Distinguished Professor of Chemical and Biomolecular Engineering, KAIST (, Tel: +82-42-350-3930)",Engineered E. coli using formic acid and CO2 as a C1-refinery platform strain,https://www.eurekalert.org//pub_releases/2018-09/tkai-eec091818.php
"Daejeon, Republic of Korea, June 23, 2014--As the number of pacemakers implanted each year reaches into the millions worldwide, improving the lifespan of pacemaker batteries has been of great concern for developers and manufacturers. Currently, pacemaker batteries last seven years on average, requiring frequent replacements, which may pose patients to a potential risk involved in medical procedures.A research team from the Korea Advanced Institute of Science and Technology (KAIST), headed by Professor Keon Jae Lee of the Department of Materials Science and Engineering at KAIST and Professor Boyoung Joung, M.D. of the Division of Cardiology at Severance Hospital of Yonsei University, has developed a self-powered artificial cardiac pacemaker that is operated semi-permanently by a flexible piezoelectric nanogenerator. The artificial cardiac pacemaker is widely acknowledged as medical equipment that is integrated into the human body to regulate the heartbeats through electrical stimulation to contract the cardiac muscles of people who suffer from arrhythmia. However, repeated surgeries to replace pacemaker batteries have exposed elderly patients to health risks such as infections or severe bleeding during operations.The team's newly designed flexible piezoelectric nanogenerator directly stimulated a living rat's heart using electrical energy converted from the small body movements of the rat. This technology could facilitate the use of self-powered flexible energy harvesters, not only prolonging the lifetime of cardiac pacemakers but also realizing real-time heart monitoring.The research team fabricated high-performance flexible nanogenerators utilizing a bulk single-crystal PMN-PT thin film (iBULe Photonics). The harvested energy reached up to 8.2 V and 0.22 mA by bending and pushing motions, which were high enough values to directly stimulate the rat's heart.Professor Keon Jae Lee said:""For clinical purposes, the current achievement will benefit the development of self-powered cardiac pacemakers as well as prevent heart attacks via the real-time diagnosis of heart arrhythmia. In addition, the flexible piezoelectric nanogenerator could also be utilized as an electrical source for various implantable medical devices."" 	This research result was described in the April online issue of  (""Self-Powered Cardiac Pacemaker Enabled by Flexible Single Crystalline PMN-PT Piezoelectric Energy Harvester"": ). Youtube link: Self-powered cardiac pacemaker enabled by flexible piezoelectric energy harvester              ",The first demonstration of a self-powered cardiac pacemaker,https://www.eurekalert.org//pub_releases/2014-06/tkai-tfd062314.php
"KAIST researchers used atomic force microscopy to quantitatively evaluate how acidic and sugary drinks affect human tooth enamel at the nanoscale level. This novel approach is useful for measuring mechanical and morphological changes that occur over time during enamel erosion induced by beverages.Enamel is the hard-white substance that forms the outer part of a tooth. It is the hardest substance in the human body, even stronger than bone. Its resilient surface is 96 percent mineral, the highest percentage of any body tissue, making it durable and damage-resistant. The enamel acts as a barrier to protect the soft inner layers of the tooth, but can become susceptible to degradation by acids and sugars.Enamel erosion occurs when the tooth enamel is overexposed to excessive consumption of acidic and sugary food and drinks. The loss of enamel, if left untreated, can lead to various tooth conditions including stains, fractures, sensitivity, and translucence. Once tooth enamel is damaged, it cannot be brought back. Therefore, thorough studies on how enamel erosion starts and develops, especially at the initial stages, are of high scientific and clinical relevance for dental health maintenance.A research team led by Professor Seungbum Hong from the Department of Materials Science and Engineering at KAIST reported a new method of applying atomic force microscopy (AFM) techniques to study the nanoscale characterization of this early stage of enamel erosion. This study was introduced in the  (JMBBM) on June 29.AFM is a very-high-resolution type of scanning probe microscopy (SPM), with demonstrated resolution on the order of fractions of a nanometer (nm) that is equal to one billionth of a meter. AFM generates images by scanning a small cantilever over the surface of a sample, and this can precisely measure the structure and mechanical properties of the sample, such as surface roughness and elastic modulus.  The co-lead authors of the study, Dr. Panpan Li and Dr. Chungik Oh, chose three commercially available popular beverages, Coca-Cola®, Sprite®, and Minute Maid® orange juice, and immersed tooth enamel in these drinks over time to analyze their impacts on human teeth and monitor the etching process on tooth enamel.Five healthy human molars were obtained from volunteers between age 20 and 35 who visited the KAIST Clinic. After extraction, the teeth were preserved in distilled water before the experiment. The drinks were purchased and opened right before the immersion experiment, and the team utilized AFM to measure the surface topography and elastic modulus map.The researchers observed that the surface roughness of the tooth enamel increased significantly as the immersion time increased, while the elastic modulus of the enamel surface decreased drastically. It was demonstrated that the enamel surface roughened five times more when it was immersed in beverages for 10 minutes, and that the elastic modulus of tooth enamel was five times lower after five minutes in the drinks.Additionally, the research team found preferential etching in scratched tooth enamel. Brushing your teeth too hard and toothpastes with polishing particles that are advertised to remove dental biofilms can cause scratches on the enamel surface, which can be preferential sites for etching, the study revealed.Professor Hong said, ""Our study shows that AFM is a suitable technique to characterize variations in the morphology and mechanical properties of dental erosion quantitatively at the nanoscale level.""This work was supported by the National Research Foundation (NRF), the Ministry of Science and ICT (MSIT), and the KUSTAR-KAIST Institute of Korea.A dentist at the KAIST Clinic, Dr. Suebean Cho, Dr. Sangmin Shin from the Smile Well Dental, and Professor Kack-Kyun Kim at the Seoul National University School of Dentistry also collaborated in this project.###",Atomic force microscopy reveals nanoscale dental erosion from beverages,https://www.eurekalert.org//pub_releases/2020-07/tkai-afm072220.php
