contents,titles,urls
" South Korean companies have applied for the third largest number of patents related to artificial intelligence (AI) technologies in total in the world over the past 12 years, the government’s data showed on Thursday. According to an analysis by the Institute for Information & Communications Technology Promotion (IITP) on five patent offices in the U.S., Japan, China, South Korea and EU, the total number of AI-related patents that Korean companies have filed in the recent 12 years is the third largest in the world after the U.S. and Japan. It was followed by Germany, China, France, the Netherlands, Canada, the U.K. and Taiwan. IITP is a Korea’s state-run ICT research and development (R&D) institute. By company, Samsung Electronics Co. has filed the most AI patents with 3,188, trailed by LG Electronics Inc. with 899, the Electronics and Telecommunications Research Institute with 865, and LG Display Co. with 350. Samsung Display Co. and Samsung Electro-Mechanics Co. have also filed 207 AI patents, respectively, over the cited period, followed by Hyundai Motor Co. with 113, KAIST with 91, and SK Telecom with 75. According to IITP, Korea has also become the country that has published the seventh largest volume of AI-related research papers during the same period. As for the number of research literatures on AI technologies published on the global abstract and citation database Scopus from January 2005 to August 2016, the U.S. ranked top, trailed by China, Japan, the U.K., Germany, India, South Korea, France, Spain, Italy. For the analysis, IITP reviewed all AI-related patents and papers on software, hardware and online services regardless of businesses.                                                                                                            ",S. Korea files world’s third largest number of AI-related patents,https://pulsenews.co.kr/view.php?year=2017&no=844362
" LIG Nex1, a South Korean aerospace and defense company, said on Thursday it held a ceremony to launch Smart National Defense 4.0 Research Center at Korea Advanced Institute of Science and Technology (KAIST) in Daejeon, where it will cooperate with the nation’s top tech university in developing cutting-edge warfare technology. The research center will be tasked with conducting joint research on the development of an AI-based proximity access control network for unmanned aircraft operations and automatic analysis of vulnerabilities in cyber warfare among others. The company also aims to drive various programs to promote industry-academia cooperation including joint project identification, technology consulting, academic and information exchanges and technical analysis related to national defense industries. “We have been making efforts to develop and localize advanced weapons system for independent national defense for the past 40 years. We remain committed to raising our R&D capabilities with a greater sense of responsibility in the area of future warfare in the era of the fourth industrial revolution,” said a company official. Meanwhile, LIG Nex1 appointed Kim Ji-chan as its new chief executive on Thursday. Kim, 59, joined the company in 1987 and held strategy development and other key positions before becoming vice president in 2017. LIG Nex1 shares closed down 1.01 percent at 48,900 won ($45.19) on Friday.                                                                                                            ",LIG Nex1 teams up with KAIST for future warfare technology,https://pulsenews.co.kr/view.php?year=2018&no=187831
" South Korea’s tech behemoth Samsung Electronics Co. teamed up with private think tanks and university labs to advance research in artificial intelligence (AI) technologies and neuromorphic computing. According to industry sources on Tuesday, Seoul National University, Korea Advanced Institute of Science and Technology (KAIST), Pohang University of Science and Technology (POSTECH) and Ulsan National Institute of Science and Technology (UNIST) jointly set up Neural Processing Research Center (NPRC) last month with support from Samsung Electronics to develop neuromorphic chips - next generation chips that resemble the architecture of human brain that is much more powerful than even today’s most advanced supercomputers. Global tech giants including Intel, Apple and IBM have also been ramping up their research on neuromorphic engineering that has the potential to take the AI and deep learning to the next level. Market data provider International Data Corp. (IDC) projected that the global AI market would surpass $100 billion by 2022 from $8 billion last year. Samsung Advanced Institute of Technology, Samsung Electronics’ research arm, has led the neuromorphic computing project since last year to help the firm take the lead in the global AI market. Samsung Electronics plans to invest 9 billion won ($8.5 million) in the first phase of the project over the next three years, according to sources.                                                                                                            ",Samsung Elec joins hands with academia to develop neuromorphic chips,https://pulsenews.co.kr/view.php?year=2018&no=37874
" South Korea’s Woowa Brothers Corp., a Seoul-based startup that runs the country’s most popular food delivery mobile app “Baedal Minjok,” will deploy self-developed artificial intelligence (AI) assistant to help its customers choose menus and diners. The so-called chatbot “Baemin David” project will be embarked on at an initial investment of 10 billion won ($8.71 million). According to the company on Monday, its AI-powered automated program will understand and speak in Korean language. The deep-learning machine will master Korean expressions pertinent to ordering delivery food through the app, the company explained. Its name takes after Steven Spielberg’s sci-fi film “A.I. Artificial Intelligence” (2001). Kim Bong-jin, chief executive and co-founder of Woowa Brothers, first took interest in the AI feature when he engaged in Naver Corp.’s first AI project “AMICA” last year. Inspired by the nation’s biggest portal service provider’s project, Kim has decided to tap into the AI technology for Woowa Brothers, but won’t get any help from Naver.  The Baemin David project is also led by the startup’s chief technology officer (CTO) Kim Bom-jun who joined the firm in 2015. He graduated from Korea Advanced Institute of Science and Technology (KAIST) and took on big data related projects in major information technology (IT) firms in Korea. Woowa Brothers will also form a task force (TF) team dedicated to the project within the firm and recruit external AI experts later, the company said. According to research firm Nielsen Koreaclick Co., as of January, Baedal Minjok dominated the local mobile food delivery market with a 51 percent share, followed by “YoGiYo” and “Baedaltong,” both owned by Germany-based food-ordering service operator Delivery Hero GmbH, with 35 percent and 14 percent shares, respectively. Baedal Minjok swung to profits last year for the first time since its inception in 2010.                                                                                                            ",Korea’s food delivery app Baedal Minjok to deploy AI service ,https://pulsenews.co.kr/view.php?year=2017&no=156658
" South Korea and the United Arab Emirates (UAE) have agreed to strengthen their cooperation in science and technology sector and build a joint research and development (R&D) center during Korean President Moon Jae-in’s state visit to the Middle Eastern country. The National Business Council of Science & Technology (NST) overseeing Korea’s 25 state-funded research institutes said that it signed a memorandum of understanding with Khalifa University in Abu Dhabi to establish a joint research and development (R&D) center to extend collaboration in science and technology. The two will set up a special committee to discuss details of the plan and have the Korea Basic Science Institute that belongs to the NST lead the establishment. The NST also agreed to conduct a project called Innovation Pioneer with UAE’s Scientific Committee to raise funding for their joint research programs. Korea Advanced Institute of Science and Technology (KAIST) also signed an agreement with Kahlifa University to cooperate in developing core technologies for the fourth industrial revolution. Both leading Korean science and technology institutes agreed to enhance their cooperation with the UAE local university in science and technology sectors during President Moon’s first UAE state visit. A day before President Moon’s visit to UAE’s first nuclear reactor on Monday, the two countries also held a ceremony to celebrate the completion of the first reactor of Barakah nuclear power plant, the UAE’s nuclear power project that has been conducted by Korean companies since 2009. Moon met with Sheikh Mohammed bin Zayed bin Sultan Al Nahyan, the crown prince of Abu Dhabi, on Sunday for a summit where they agreed to upgrade the bilateral relations to a special strategic partnership.                                                                                                            ",S. Korea and UAE to set up joint science and technology R&D center,https://pulsenews.co.kr/view.php?year=2018&no=192842
" South Korea’s LG Electronics said Monday that it has opened a 6G research lab at KAIST INSTITUTE (KI) under state-run Korea Advanced Institute of Science & Technology (KAIST) to prepare ahead for the technology beyond 5G whose commercial engagement is in fledgling stage. The opening ceremony was attended by Park Il-pyung, chief technology officer of LG Electronics, Kim Byung-hoon, head of next-generation standard research of LG Electronics, Park Hee-kyung, vice president for KAIST’s R&DB and Lee Sang-yup, head of KI. KI founded in 2006 has focused on a cross-disciplinary approach in projects to develop new technologies to drive the Korean economy. LG Electronics aims to take a leadership in future 6G enabling technology based on close industry-academia collaboration with KI researchers and resources. “It is significant to start the development of proprietary 6G mobile communication technology ahead of others and prepare for the next decade,” said Cho Dong-ho, a KAIST electrical engineering professor who will head LG`s 6G research lab. “With the establishment of the 6G research center, we will strengthen the research of next-generation mobile communication technology to lead global standardization and grab an opportunity to create new businesses,” said LG`s chief technology officer Park Il-pyung. According to U.S. patent analyzer TechIPm, LG Electronics ranked No. 1 in the category of 4G (LTE/LTE-A) patents for the fifth consecutive year from 2012 to 2016. It also proposed the Cellular-V2X standard, key technology for autonomous driving, for the first time in the world                                                                                                            ",LG Electronics teams up with KAIST to explore beyond 5G,https://pulsenews.co.kr/view.php?year=2019&no=57716
" KB Capital, the vehicle installment financing and leasing services arm of KB Financial Group, said on Thursday it has partnered with Korea Advanced Institute of Science & Technology (KAIST) to develop a technology to valuate used cars based on deep learning, part of artificial intelligence. The input of more than 50 car data including mileage, fuel economy and models, will enable more accurate pricing for the asset. The new technology will be used to refine KB Capital’s used car transaction platform named KB Cha Cha Cha. The deep learning model will run on a server equipped with the latest GPU processors, allowing customers to access price information on the company’s website. The platform was designed to provide a reliable used car price and prepare traders better for car deals. It became quickly popular, hitting 10 million visitors only nine months after the launch in June 2016. The platform does not play as a profit center for the operator but can attract customers to seek KB Capital’s financing services for used cars, according to the company. KB Capital is also hopeful that the deep learning-based car price calculation technology will contribute to its overseas business. In 2016, KB Capital set up a joint venture in Laos called KB KOLAO Leasing with KOLAO Group, an automobile and motorcycle maker founded by a Korean businessman there.                                                                                                            ",KB Capital offers used car price calculating platform based on deep learning,https://pulsenews.co.kr/view.php?year=2018&no=300530
" Korean researchers have developed a sensor that can detect tiny amounts of hydrogen sulfide gas (1 ppm or less), the compound responsible for bad breath, in human breath. A Korea Advanced Institute of Science and Technology (KAIST) team led by Prof. Kim Il-Doo and Prof. Cha Joon-hee said on Tuesday they successfully developed a sensitive and portable detector for halitosis that doctors could use to diagnose the condition in a fast and inexpensive manner. To develop their sensor, the team used lead (II) acetate (Pb(Ac)₂) - a chemical that turns brown when exposed to hydrogen sulfide (H₂S) gas. Lead acetate was anchored to a 3D nanofiber web to provide numerous sites for lead acetate and hydrogen sulfide gas to react. The team said they could detect trace amounts of bad breath with the naked eye in only 1 minute by monitoring a color change from white to brown on the sensor surface. The research result was published in the American Chemical Society (ACS)’s international journal Analytical Chemistry on May 23. The researchers plan to further their research for applications of the sensor to detect disease, drug or gas. The color-changing sensor technology was filed for patent applications in Korea and the U.S. for commercial development. The color-changing gas sensor is based on a nanofiber with a large surface, offering superior sensitivity to conventional paper-based sensors and it can be used like a litmus test, said Prof. Kim.                                                                                                            ",Korean researchers develop sensitive color-changing sensor to detect bad breath,https://pulsenews.co.kr/view.php?year=2018&no=371389
" Theta Labs Inc., Silicon Valley-based blockchain-powered media network startup, has teamed up with South Korea’s top engineering school Korea Advanced Institute of Science and Technology (KAIST) to run new courses teaching the application of blockchain technology. Theta Labs recently signed a memorandum of understanding with KAIST on launching a blockchain curriculum. Under the agreement, Theta executives will teach a graduate-level credit course in blockchain development at K-School, KAIST’s special master’s degree program for entrepreneurs, and sponsor a student club on blockchain development. As a start, the American tech venture will conduct an introductory seminar on Friday. “Blockchain is like the internet in 1997,” said Mitch Liu, co-founder and CEO of Theta Labs during an exclusive interview with Maeil Business Newspaper on Tuesday. “It’s in the very early state. So there’s an opportunity to educate, innovate, and build learning and insights together.” The company bets high hopes on its new venture in Korea where interest in blockchain technology is so high in line with active trading of cryptocurrency. “We can probably learn from smart students at KAIST as much they can learn from us,” said Wes Levitt, head of strategy team at Theta Labs, who joined Liu on sharing their vision on the partnership with KAIST. “It’s more like we’d like to push this together,” Levitt added. Theta Labs, a subsidiary of e-sport live streaming platform SLIVER.tv, is building a peer-to-peer video delivery network that will use its own cryptocurrency to reward users who share their extra computing power and memory storage for helping relay video stream to others. It recently joined hands with two Korean media companies - Maekyung Media Group and CJ Hello - to introduce its decentralized video-streaming services to wider audiences.                                                                                                            ",Theta Labs to share real-world blockchain tech experience with KAIST students,https://pulsenews.co.kr/view.php?year=2018&no=717025
"KT’s CEO selection committee announced on Monday that its current CEO Nam Joong-soo is a recommended CEO candidate for another term. If candidate Nam is reelected in the 2008 regular shareholders meeting, he will be the first reappointed CEO since KT’s privatization and his tenure will be extended until the 2011 shareholders meeting. For selection of the next CEO, KT’s board of directors was led by non-standing directors since early this year. Considering that CEO Nam’s term is to end by the 2008 regular shareholders meeting, a CEO selection committee was constituted on November 13 including 7 non-standing directors, 1 former CEO and 1 private delegate. The selection committee looked into a candidate pool collaborated by numerous external advisory institutes. Meanwhile, Nam’s achievements in recovering customer trust by changing the enterprise into a consumer-oriented structure and finding a substantial growth foundation were highly evaluated by the committee, thus judging him as the most qualified candidate for KT’s further upgrade in the rapidly changing environment. Committee Chairperson Yoon Jung-ro (KAIST professor) said, “Considering KT’s various management conditions, committee members made a unanimous agreement to extend CEO Nam Joon-soo’s tenure for another term.” Nam has joined Korea Telecommunications (KT’s former corporate name) since KT’s foundation in 1982 and served as head of IMT business and financial division as well as CEO of KTF. He was appointed as KT CEO since August 2005. [Dong-eun Lee / KHS]                                                                                                             ",KT Recommends Current CEO to Serve Another Term,https://pulsenews.co.kr/view.php?year=2007&no=662049
" Just in the last decade, exports from the less developed countries have grown by over 400%. Some even ask us to believe that the world is flat and that nothing can stop globalization. But nobody is talking much about the darker side of globalization. The last major financial crisis was in 1996 when Asian countries fell like dominoes due to heavy corporate indebtedness, foreign exchange exposure and flight of financial capital from countries. The western countries blamed the Asians for bad corporate governance and inept government. This time around, the financial crisis of 2008 has affected the whole world, with the western countries falling one after the other. The fingers are pointing directly to heavy consumer indebtedness, bad loans based on housing/real estate, high portfolio exposure to housing/real-estate securities and liquidity of financial institutions. The Asian countries blame the west for bad risk management and lax government regulations allowing western citizens, particularly US, to assume excessive debt. One can go back to the early days of trading between countries when labor was taken from one country to another, be it people from Africa to United States as slaves or women for the sake of comforting soldiers in times of war. Or in more recent times, illegal and often dangerous materials used in manufactured goods that are being exported to other countries, such as additives to milk products or lead in painted toys. And of course, we have not even started to address the damage that has been done to the planet in terms of global warming. The recent meeting in Copenhagen showed the ineffectiveness of governments and leaders in addressing global problems. It is clear that the more the world globalizes, the larger are the problems of globalization. Globalization now forces management (be it in the private, public or non-profit sector) to understand subtle issues such as corporate social responsibility and sustainability as well as ethical issues in people displacement, fair compensation, legal and transparent processes. Educational institutions, especially business schools, can and should lead by educating future managers and leaders on the role of corporate social responsibility as well as union social responsibility and worker/individual social responsibility to our local communities, to our environment and to the world at large. It should be the responsibility of educational institutions to innovate in curriculum (like the Green MBA that KAIST Business School pioneered many years ago) and expose our students to global experiences in helping disadvantaged people, organizations and communities of the world. It is time to start using education as the mighty force that it is to right some of the wrongs that globalization invariably brings and create a better environment and opportunity for future generations. Written by KAIST Business School Dean Ravi Kumar                                                                                                             ",Dark Side of Globalization: Role of Education,https://pulsenews.co.kr/view.php?year=2010&no=29365
"Korea Advanced Institute of Science and Technology (KAIST) disclosed on February 22 that it has been recognized as the world’s “Top Institution” in the field of system and software engineering by the Journal of Systems and Software (JSS), a journal of authority on computer science. In the JSS’ latest evaluation which was based on the number of papers published in six major journals for the past five years since 2001, KAIST ranked top, followed by Taiwan’s Chiao Tung University; Norway’s Simula Research Laboratory; Korea’s Seoul National University; and the U.S. Carnegie Mellon University. Additionally, in the “Top Scholar” category, also ranked by the journal, Chung Jin-wan and Kim Myung-ho, both professors at KAIST, came in eighth and ninth. Professor Chung has presented successful research papers on computer database, web and multimedia; and Professor Kim, on database and data processing. JSS is the journal specialized in computer science and published by Elsevier, the world’s leading publisher of science and health information. [Sun-young Park / KHS]                                                                                                            ",KAIST Nominated as World’s Top System Engineering Institution,https://pulsenews.co.kr/view.php?year=2008&no=102164
" Samsung Electronics Co. has selected 31 science projects including studies on the cure for Alzheimer`s disease and other incurable diseases for funding of 50.1 billion won ($47.1) million over the next five years. The 31 science projects - 10 in basic science, 10 in materials science, and 11 in information & communication technology (ICT) - are this year’s first recipients in the three-tranche research grants awarded each year by the country’s largest company. The company has been financing R&D projects in the fields of basic science, materials science, and ICT since 2013 and spent 523.0 billion won so far to help 414 projects. Among this year’s awardees is a brain cell study led by Korea Advanced Institute of Science and Technology (KAIST)’s biological sciences professor Han Jin-hee. His study focuses on finding treatment for patients suffering from Alzheimer`s disease, Parkinson`s disease and other illness characterized by the death of brain cells. The company will be financing 10 materials science research projects including a study that develops antibodies for treating cancer patients, and it has selected 11 ICT projects, which includes a computer simulation technology designed to help patients that have trouble walking due to brain disease.                                                                                                            ",Samsung Elec chooses bio projects for $47mn research funding,https://pulsenews.co.kr/view.php?year=2018&no=221097
