,title,content,url
10,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,Although most severe acute respiratory syndrome coronavirus 2 SARSCoV2–infected individuals experience mild coronavirus disease 2019 COVID19 some patients suffer from severe COVID19 which is accompanied by acute respiratory distress syndrome and systemic inflammation To identify factors driving severe progression of COVID19 we performed singlecell RNA sequencing using peripheral blood mononuclear cells PBMCs obtained from healthy donors patients with mild or severe COVID19 and patients with severe influenza Patients with COVID19 exhibited hyperinflammatory signatures across all types of cells among PBMCs particularly upregulation of the tumor necrosis factorinterleukin1β TNFIL1β–driven inflammatory response as compared with severe influenza In classical monocytes from patients with severe COVID19 type I interferon IFN response coexisted with the TNFIL1β–driven inflammation and this was not seen in patients with milder COVID19 We documented type I IFN–driven inflammatory features in patients with severe influenza as well On the basis of this we propose that the type I IFN response plays a pivotal role in exacerbating inflammation in severe COVID19,https://immunology.sciencemag.org/content/5/49/eabd1554
11,Response to Comment on “Dry reforming of methane by stable Ni–Mo nanocatalysts on single-crystalline MgO”,Hu and Ruckenstein state that our findings were overclaimed and not new despite our presentation of evidence for the Nanocatalysts on Single Crystal Edges NOSCE mechanism Their arguments do not take into account fundamental differences between our NiMoMgO catalyst and their NiOMgO preparations,https://science.sciencemag.org/content/368/6492/eabb5680
12,Wireless smart contact lens for diabetic diagnosis and therapy,A smart contact lens can be used as an excellent interface between the human body and an electronic device for wearable healthcare applications Despite wide investigations of smart contact lenses for diagnostic applications there has been no report on electrically controlled drug delivery in combination with realtime biometric analysis Here we developed smart contact lenses for both continuous glucose monitoring and treatment of diabetic retinopathy The smart contact lens device built on a biocompatible polymer contains ultrathin flexible electrical circuits and a microcontroller chip for realtime electrochemical biosensing ondemand controlled drug delivery wireless power management and data communication In diabetic rabbit models we could measure tear glucose levels to be validated by the conventional invasive blood glucose tests and trigger drugs to be released from reservoirs for treating diabetic retinopathy Together we successfully demonstrated the feasibility of smart contact lenses for noninvasive and continuous diabetic diagnosis and diabetic retinopathy therapy,https://advances.sciencemag.org/content/6/17/eaba3252
13,Realizing small-flake graphene oxide membranes for ultrafast size-dependent organic solvent nanofiltration,Membranes for organic solvent nanofiltration OSN or solventresistant nanofiltration SRNF offer unprecedented opportunities for highly efficient and costcompetitive solvent recovery in the pharmaceutical industry Here we describe smallflake graphene oxide SFGO membranes for highperformance OSN applications Our strategy exploits lateral dimension control to engineer shorter and less tortuous transport pathways for solvent molecules By using La3 as a crosslinker and spacer for intercalation the SFGO membrane selective layer was stabilized and sizedependent ultrafast selective molecular transport was achieved The methanol permeance was up to 29fold higher than its largeflake GO LFGO counterpart with high selectivity toward three organic dyes More importantly the SFGOLa3 membrane demonstrated robust stability for at least 24 hours under hydrodynamic stresses that are representative of realistic OSN operating conditions These desirable attributes stem from the La3 crosslinking which forms uniquely strong coordination bonds with oxygencontaining functional groups of SFGO Other cations were found to be ineffective,https://advances.sciencemag.org/content/6/17/eaaz9184
14,Somatostatin enhances visual processing and perception by suppressing excitatory inputs to parvalbumin-positive interneurons in V1,Somatostatin SST is a neuropeptide expressed in a major subtype of GABAergic interneurons in the cortex Despite abundant expression of SST and its receptors their modulatory function in cortical processing remains unclear Here we found that SST application in the primary visual cortex V1 improves visual discrimination in freely moving mice and enhances orientation selectivity of V1 neurons We also found that SST reduced excitatory synaptic transmission to parvalbuminpositive PV fastspiking interneurons but not to regularspiking neurons Last using serial blockface scanning electron microscopy SBEM we found that axons of SST neurons in V1 often contact other axons that exhibit excitatory synapses onto the soma and proximal dendrites of the PV neuron Collectively our results demonstrate that the neuropeptide SST improves visual perception by enhancing visual gain of V1 neurons via a reduction in excitatory synaptic transmission to PV inhibitory neurons,https://advances.sciencemag.org/content/6/17/eaaz0517
15,Dynamic Fas signaling network regulates neural stem cell proliferation and memory enhancement,Activation of Fas CD95 is observed in various neurological disorders and can lead to both apoptosis and prosurvival outputs yet how Fas signaling operates dynamically in the hippocampus is poorly understood The optogenetic dissection of a signaling network can yield molecularlevel explanations for cellular responses or fates including the signaling dysfunctions seen in numerous diseases Here we developed an optogenetically activatable Fas that works in a physiologically plausible manner Fas activation in immature neurons of the dentate gyrus triggered mammalian target of rapamycin mTOR activation and subsequent brainderived neurotrophic factor secretion Phosphorylation of extracellular signal–regulated kinase Erk in neural stem cells was induced under prolonged Fas activation Repetitive activation of this signaling network yielded proliferation of neural stem cells and a transient increase in spatial working memory in mice Our results demonstrate a novel Fas signaling network in the dentate gyrus and illuminate its consequences for adult neurogenesis and memory enhancement,https://advances.sciencemag.org/content/6/17/eaaz9691
16,"Efficient, stable silicon tandem cells enabled by anion-engineered wide-bandgap perovskites",Maximizing the power conversion efficiency PCE of perovskitesilicon tandem solar cells that can exceed the ShockleyQueisser singlecell limit requires a highperforming stable perovskite top cell with a wide bandgap We developed a stable perovskite solar cell with a bandgap of 17 electron volts that retained more than 80 of its initial PCE of 207 after 1000 hours of continuous illumination Anion engineering of phenethylammoniumbased twodimensional 2D additives was critical for controlling the structural and electrical properties of the 2D passivation layers based on a lead iodide framework The high PCE of 267 of a monolithic twoterminal widebandgap perovskitesilicon tandem solar cell was made possible by the ideal combination of spectral responses of the top and bottom cells,https://science.sciencemag.org/content/368/6487/155
17,Exosome-based delivery of super-repressor IκBα relieves sepsis-associated organ damage and mortality,As extracellular vesicles that play an active role in intercellular communication by transferring cellular materials to recipient cells exosomes offer great potential as a natural therapeutic drug delivery vehicle The inflammatory responses in various disease models can be attenuated through introduction of superrepressor IκB srIκB which is the dominant active form of IκBα and can inhibit translocation of nuclear factor κB into the nucleus An optogenetically engineered exosome system EXPLOR that we previously developed was implemented for loading a large amount of srIκB into exosomes We showed that intraperitoneal injection of purified srIκBloaded exosomes ExosrIκBs attenuates mortality and systemic inflammation in septic mouse models In a biodistribution study ExosrIκBs were observed mainly in the neutrophils and in monocytes to a lesser extent in the spleens and livers of mice Moreover we found that ExosrIκB alleviates inflammatory responses in monocytic THP1 cells and human umbilical vein endothelial cells,https://advances.sciencemag.org/content/6/15/eaaz6980
18,Generation of multiple ultrastable optical frequency combs from an all-fiber photonic platform,Frequencystabilized optical frequency combs have created many highprecision applications Accurate timing ultralow phase noise and narrow linewidth are prerequisites for achieving the ultimate performance of combbased systems Ultrastable cavitybased combnoise stabilization methods have enabled sub–10−15level frequency instability However these methods are complex and alignment sensitive and their use has been mostly confined to advanced metrology laboratories Here we have established a simple compact alignmentfree and potentially lowcost allfiber photonicsbased stabilization method for generating multiple ultrastable combs The achieved performance includes 1femtosecond timing jitter few times 10−15level frequency instability and 5hertz linewidth rivalling those of cavitystabilized combs This method features flexibility in configuration As a representative example two combs were stabilized with 180hertz repetition rate difference and 1hertz relative linewidth and could be used as an ultrastable octavespanning dualcomb spectroscopy source The demonstrated method constitutes a mechanically robust and reconfigurable tool for generating multiple ultrastable combs suitable for field applications,https://advances.sciencemag.org/content/6/13/eaax4457
19,Dry reforming of methane by stable Ni–Mo nanocatalysts on single-crystalline MgO,Largescale carbon fixation requires highvolume chemicals production from carbon dioxide Dry reforming of methane could provide an economically feasible route if coke and sinteringresistant catalysts were developed Here we report a molybdenumdoped nickel nanocatalyst that is stabilized at the edges of a singlecrystalline magnesium oxide MgO support and show quantitative production of synthesis gas from dry reforming of methane The catalyst runs more than 850 hours of continuous operation under 60 liters per unit mass of catalyst per hour reactive gas flow with no detectable coking Synchrotron studies also show no sintering and reveal that during activation 29 nanometers as synthesized crystallites move to combine into stable 17nanometer grains at the edges of MgO crystals above the Tammann temperature Our findings enable an industrially and economically viable path for carbon reclamation and the “Nanocatalysts On Single Crystal Edges” technique could lead to stable catalyst designs for many challenging reactions,https://science.sciencemag.org/content/367/6479/777
20,Prior acquired resistance to paclitaxel relays diverse EGFR-targeted therapy persistence mechanisms,Secondary drug resistance stems from dynamic clonal evolution during the development of a prior primary resistance This collateral type of resistance is often a characteristic of cancer recurrence Yet mechanisms that drive this collateral resistance and their drugspecific trajectories are still poorly understood Using resistance selection and smallscale pharmacological screens we find that cancer cells with primary acquired resistance to the microtubulestabilizing drug paclitaxel often develop tolerance to epidermal growth factor receptor–tyrosine kinase inhibitors EGFRTKIs leading to formation of more stable resistant cell populations We show that paclitaxelresistant cancer cells follow distinct selection paths under EGFRTKIs by enriching the stemness program developing a highly glycolytic adaptive stress response and rewiring an apoptosis control pathway Collectively our work demonstrates the alterations in cellular state stemming from paclitaxel failure that result in collateral resistance to EGFRTKIs and points to new exploitable vulnerabilities during resistance evolution in the secondline treatment setting,https://advances.sciencemag.org/content/6/6/eaav7416
21,"Printing of wirelessly rechargeable solid-state supercapacitors for soft, smart contact lenses with continuous operations",Recent advances in smart contact lenses are essential to the realization of medical applications and vision imaging for augmented reality through wireless communication systems However previous research on smart contact lenses has been driven by a wired system or wireless power transfer with temporal and spatial restrictions which can limit their continuous use and require energy storage devices Also the rigidity heat and large sizes of conventional batteries are not suitable for the soft smart contact lens Here we describe a human pilot trial of a soft smart contact lens with a wirelessly rechargeable solidstate supercapacitor for continuous operation After printing the supercapacitor all device components antenna rectifier and lightemitting diode are fully integrated with stretchable structures for this soft lens without obstructing vision The good reliability against thermal and electromagnetic radiations and the results of the in vivo tests provide the substantial promise of future smart contact lenses,https://advances.sciencemag.org/content/5/12/eaay0764
22,Undulatory topographical waves for flow-induced foulant sweeping,Diverse bioinspired antifouling strategies have demonstrated effective foulingresistant properties with good biocompatibility sustainability and longterm activity However previous studies on bioinspired antifouling materials have mainly focused on material aspects or static architectures of nature without serious consideration of kinetic topographies or dynamic motion Here we propose a magnetically responsive multilayered composite that can generate coordinated undulatory topographical waves with controlled length and time scales as a new class of dynamic antifouling materials The undulatory surface waves of the dynamic composite induce local and global vortices near the material surface and thereby sweep away foulants from the surface fundamentally inhibiting their initial attachment As a result the dynamic composite material with undulating topographical waves provides an effective means for efficient suppression of biofilm formation without surface modification with chemical moieties or nanoscale architectures,https://advances.sciencemag.org/content/5/11/eaax8935
23,"Mechanically transformative electronics, sensors, and implantable devices",Traditionally electronics have been designed with static form factors to serve designated purposes This approach has been an optimal direction for maintaining the overall device performance and reliability for targeted applications However electronics capable of changing their shape flexibility and stretchability will enable versatile and accommodating systems for more diverse applications Here we report design concepts materials physics and manufacturing strategies that enable these reconfigurable electronic systems based on temperaturetriggered tuning of mechanical characteristics of device platforms We applied this technology to create personal electronics with variable stiffness and stretchability a pressure sensor with tunable bandwidth and sensitivity and a neural probe that softens upon integration with brain tissue Together these types of transformative electronics will substantially broaden the use of electronics for wearable and implantable applications,https://advances.sciencemag.org/content/5/11/eaay0418
24,VEGF-A drives TOX-dependent T cell exhaustion in anti–PD-1–resistant microsatellite stable colorectal cancers,Although immune checkpoint blockade therapies have demonstrated clinical efficacy in cancer treatment harnessing this strategy is largely encumbered by resistance in multiple cancer settings Here we show that tumorinfiltrating T cells are severely exhausted in the microsatellite stable MSS colorectal cancer CRC a representative example of PD1 blockade–resistant tumors In MSS CRC we found wound healing signature to be upregulated and that T cell exhaustion is driven by vascular endothelial growth factorA VEGFA We report that VEGFA induces the expression of transcription factor TOX in T cells to drive exhaustionspecific transcription program in T cells Using a combination of in vitro ex vivo and in vivo mouse studies we demonstrate that combined blockade of PD1 and VEGFA restores the antitumor functions of T cells resulting in better control of MSS CRC tumors,https://immunology.sciencemag.org/content/4/41/eaay0555
25,MXene artificial muscles based on ionically cross-linked Ti3C2Tx electrode for kinetic soft robotics,Existing ionic artificial muscles still require a technology breakthrough for much faster response speed higher bending strain and longer durability Here we report an MXene artificial muscle based on ionically crosslinked Ti3C2Tx with poly34 ethylenedioxythiophenepolystyrenesulfonate showing ultrafast rise time of within 1 s in DC responses extremely large bending strain up to 137 in very low input voltage regime 01 to 1 V longterm cyclic stability of 97 up to 18000 cycles markedly reduced phase delay and very broad frequency bandwidth up to 20 Hz with good structural reliability without delamination under continuous electrical stimuli These artificial muscles were successfully applied to make an origamiinspired narcissus flower robot as a wearable brooch and dancing butterflies and leaves on a tree as a kinetic art piece These successful demonstrations elucidate the wide potential of MXenebased soft actuators for the nextgeneration soft robotic devices including wearable electronics and kinetic art pieces,https://robotics.sciencemag.org/content/4/33/eaaw7797
26,Snake fang–inspired stamping patch for transdermal delivery of liquid formulations,A flexible microneedle patch that can transdermally deliver liquidphase therapeutics would enable direct use of existing approved drugs and vaccines which are mostly in liquid form without the need for additional drug solidification efficacy verification and subsequent approval Specialized dissolving or coated microneedle patches that deliver reformulated solidified therapeutics have made considerable advances; however microneedles that can deliver liquid drugs and vaccines still remain elusive because of technical limitations Here we present a snake fang–inspired microneedle patch that can administer existing liquid formulations to patients in an ultrafast manner 15 s Rearfanged snakes have an intriguing molar with a groove on the surface which enables rapid and efficient infusion of venom or saliva into prey Liquid delivery is based on surface tension and capillary action The microneedle patch uses multiple open groove architectures that emulate the grooved fangs of rearfanged snakes Similar to snake fangs the microneedles can rapidly and efficiently deliver diverse liquidphase drugs and vaccines in seconds under capillary action with only gentle thumb pressure without requiring a complex pumping system Hydrodynamic simulations show that the snake fang–inspired open groove architectures enable rapid capillary force–driven delivery of liquid formulations with varied surface tensions and viscosities We demonstrate that administration of ovalbumin and influenza virus with the snake fang–inspired microneedle patch induces robust antibody production and protective immune response in guinea pigs and mice,https://stm.sciencemag.org/content/11/503/eaaw3329
27,Nicotinamide adenine dinucleotide as a photocatalyst,Nicotinamide adenine dinucleotide NAD is a key redox compound in all living cells responsible for energy transduction genomic integrity lifespan extension and neuromodulation Here we report a new function of NAD as a molecular photocatalyst in addition to the biological roles Our spectroscopic and electrochemical analyses reveal light absorption and electronic properties of two πconjugated systems of NAD Furthermore NAD exhibits a robust photostability under UVVisNIR irradiation We demonstrate photocatalytic redox reactions driven by NAD such as O2 reduction H2O oxidation and the formation of metallic nanoparticles Beyond the traditional role of NAD as a cofactor in redox biocatalysis NAD executes direct photoactivation of oxidoreductases through the reduction of enzyme prosthetic groups Consequently the synergetic integration of biocatalysis and photocatalysis using NAD enables solartochemical conversion with the highesteverrecorded turnover frequency and total turnover number of 12634 hour−1 and 16923 respectively for lightdriven biocatalytic transhydrogenation,https://advances.sciencemag.org/content/5/7/eaax0501
28,Tumor metastasis to lymph nodes requires YAP-dependent metabolic adaptation,In cancer patients metastasis of tumors to sentinel lymph nodes LNs predicts disease progression and often guides treatment decisions The mechanisms underlying tumor LN metastasis are poorly understood By using comparative transcriptomics and metabolomics analyses of primary and LNmetastatic tumors in mice we found that LN metastasis requires that tumor cells undergo a metabolic shift toward fatty acid oxidation FAO Transcriptional coactivator yesassociated protein YAP is selectively activated in LNmetastatic tumors leading to the upregulation of genes in the FAO signaling pathway Pharmacological inhibition of FAO or genetic ablation of YAP suppressed LN metastasis in mice Several bioactive bile acids accumulated to high levels in the metastatic LNs and these bile acids activated YAP in tumor cells likely through the nuclear vitamin D receptor Inhibition of FAO or YAP may merit exploration as a potential therapeutic strategy for mitigating tumor metastasis to LNs,https://science.sciencemag.org/content/363/6427/644
29,Tie2 activation promotes choriocapillary regeneration for alleviating neovascular age-related macular degeneration,Choriocapillary loss is a major cause of neovascular agerelated macular degeneration NVAMD Although vascular endothelial growth factor VEGF blockade for NVAMD has shown beneficial outcomes unmet medical needs for patients refractory or tachyphylactic to antiVEGF therapy exist In addition the treatment could exacerbate choriocapillary rarefaction necessitating advanced treatment for fundamental recovery from NVAMD In this study Tie2 activation by angiopoietin2–binding and Tie2activating antibody ABTAA presents a therapeutic strategy for NVAMD Conditional Tie2 deletion impeded choriocapillary maintenance rendering eyes susceptible to NVAMD development Moreover in a NVAMD mouse model ABTAA not only suppressed choroidal neovascularization CNV and vascular leakage but also regenerated the choriocapillaris and relieved hypoxia Conversely VEGF blockade degenerated the choriocapillaris and exacerbated hypoxia although it suppressed CNV and vascular leakage Together we establish that angiopoietinTie2 signaling is critical for choriocapillary maintenance and that ABTAA represents an alternative combinative therapeutic strategy for NVAMD by alleviating antiVEGF adverse effects,https://advances.sciencemag.org/content/5/2/eaau6732
30,Eyes are faster than hands: A soft wearable robot learns user intention from the egocentric view,To perceive user intentions for wearable robots we present a learningbased intention detection methodology using a firstpersonview camera,https://robotics.sciencemag.org/content/4/26/eaav2949
31,"Toward high-performance, memory-efficient, and fast reinforcement learning—Lessons from decision neuroscience",Recent insights from decision neuroscience raise hope for the development of intelligent braininspired solutions to robot learning in real dynamic environments full of noise and unpredictability,https://robotics.sciencemag.org/content/4/26/eaav2975
32,Mosaics of topological defects in micropatterned liquid crystal textures,Topological defects in the orientational order that appear in thin slabs of a nematic liquid crystal as seen in the standard schlieren texture behave as a random quasi–twodimensional system with strong optical birefringence We present an approach to creating and controlling the defects using air pillars trapped by micropatterned holes in the silicon substrate The defects are stabilized and positioned by the arrayed air pillars into regular twodimensional lattices We explore the effects of hole shape lattice symmetry and surface treatment on the resulting lattices of defects and explain their arrangements by application of topological rules Last we show the formation of detailed kaleidoscopic textures after the system is cooled down across the nematic–smectic A phase transition frustrating the defects and surrounding structures with the equallayer spacing condition of the smectic phase,https://advances.sciencemag.org/content/4/11/eaau8064
33,"Toward all-day wearable health monitoring: An ultralow-power, reflective organic pulse oximetry sensing patch",Pulse oximetry sensors have been playing a key role as devices to monitor elemental yet critical human health states Conventional pulse oximetry sensors however have relatively large power consumption impeding their use as standalone continuous monitoring systems that can easily be integrated with everyday life Here we exploit the design freedom offered by organic technologies to realize a reflective patchtype pulse oximetry sensor with ultralow power consumption On the basis of flexible organic lightemitting diodes and organic photodiodes designed via an optical simulation of colorsensitive light propagation within human skin the proposed monolithically integrated organic pulse oximetry sensor heads exhibit successful operation at electrical power as low as 24 μW on average We thereby demonstrate that organic devices not only have form factor advantages for such applications but also hold great promise as enablers for allday wearable health monitoring systems,https://advances.sciencemag.org/content/4/11/eaas9530
34,Poly(amide-imide) materials for transparent and flexible displays,The key component currently missing for the next generation of transparent and flexible displays is a highperformance polymer material that is flexible while showing optical and thermal properties of glass It must be transparent to visible light and show a low coefficient of thermal expansion CTE While specialty plastics such as aromatic polyimides are promising reducing their CTE and improving transparency simultaneously proved challenging with increasing coloration the main problem to be resolved We report a new polyamideimide material that is flexible and displays glasslike behavior with a CTE value of 4 parts per million°C This novel polymer was successfully used as a substrate to fabricate transparent and flexible indiumgalliumzinc oxide thinfilm transistors,https://advances.sciencemag.org/content/4/10/eaau1956
35,"Nonthrombogenic, stretchable, active multielectrode array for electroanatomical mapping",Highprecision monitoring of electrophysiological signals with high spatial and temporal resolutions is one of the most important subjects for elucidating physiology functions Recently ultraflexible multielectrode arrays MEAs have been fabricated to establish conformal contacts with the surface of organs and to measure propagation of electrophysiological signals with high spatialtemporal resolution; however plastic substrates have high Young’s modulus causing difficulties in creating appropriate stretchability and blood compatibility for applying them on the dynamically moving and surgical bleeding surface of the heart Here we have successfully fabricated an active MEA that simultaneously achieves nonthrombogenicity stretchability and stability which allows longterm electrocardiographic ECG monitoring of the dynamically moving hearts of rats even with capillary bleeding Because of the active data readout the measured ECG signals exhibit a high signaltonoise ratio of 52 dB The novel stretchable MEA is carefully designed using stateoftheart engineering techniques by combining extraordinarily high gain organic electrochemical transistors processed on microgrid substrates and a coating of poly3methoxypropyl acrylate which exhibits significant antithrombotic properties while maintaining excellent ionic conductivity,https://advances.sciencemag.org/content/4/10/eaau2426
